date,spx_yoy
2022-09-10,-8.774541756523702
2022-09-17,-12.624890348509998
2022-09-24,-17.108145549782172
2022-10-01,-17.70513731705311
2022-10-08,-17.11732542655422
2022-10-15,-19.866394987379554
2022-10-22,-17.42942461582593
2022-10-29,-15.293414270716422
2022-11-05,-19.73334451773554
2022-11-12,-14.732911616387801
2022-11-19,-15.594425647269183
2022-11-26,-12.373166562200911
2022-12-03,-10.283957371428142
2022-12-10,-16.503328370750626
2022-12-17,-16.627134045596826
2022-12-24,-18.641750128998357
2022-12-31,-19.442827203429268
2023-01-07,-16.71893793605863
2023-01-14,-14.235070737085442
2023-01-21,-9.671115105050188
2023-01-28,-8.152126789070902
2023-02-04,-8.089043336369361
2023-02-11,-7.427175909938533
2023-02-18,-6.203451058026699
2023-02-25,-9.455939984162164
2023-03-04,-6.542821035097068
2023-03-11,-8.151634059495539
2023-03-18,-12.244353955540577
2023-03-25,-12.592174899322206
2023-04-01,-9.603239383019469
2023-04-08,-8.539123761680944
2023-04-15,-5.804086338586911
2023-04-22,-3.2365845754837475
2023-04-29,0.9087715205739144
2023-05-06,0.3130994955356181
2023-05-13,2.4898838741008067
2023-05-20,7.449193743843474
2023-05-27,1.1353351003443368
2023-06-03,4.2309452134404735
2023-06-10,10.2028718000456
2023-06-17,19.99406064717022
2023-06-24,11.161020133765742
2023-07-01,16.33976132574344
2023-07-08,12.811532282401682
2023-07-15,16.625250426533245
2023-07-22,14.506906953394981
2023-07-29,10.942087290044933
2023-08-05,8.029543843703447
2023-08-12,4.296576207367142
2023-08-19,3.339970417764482
2023-08-26,8.5776052297885
2023-09-02,15.07316050143559
2023-09-09,9.59172821312868
2023-09-16,14.896477564676314
2023-09-23,16.97240847279815
2023-09-30,19.59018703997495
2023-10-07,18.376444614106724
2023-10-14,20.784123742739546
2023-10-21,12.56172556791686
2023-10-28,5.544904598872669
2023-11-04,15.588966790258052
2023-11-11,10.576451627360651
2023-11-18,13.83689467937912
2023-11-25,13.244009394706978
2023-12-02,12.843037009397529
2023-12-09,17.029119056395125
2023-12-16,22.50126701069195
2023-12-23,23.663261174178963
2023-12-30,24.230500797629894
2024-01-06,20.5941890836848
2024-01-13,19.62296354889812
2024-01-20,21.82947552672534
2024-01-27,20.15472427480718
2024-02-03,19.87510846648255
2024-02-10,22.886176891686084
2024-02-17,22.712902053291618
2024-02-24,28.180062533807295
2024-03-02,26.97818428054266
2024-03-09,32.68342379149416
2024-03-16,30.649995508820705
2024-03-23,31.810460078050195
2024-03-30,27.864532554994035
2024-04-06,26.779889476502007
2024-04-13,23.82445033784377
2024-04-20,20.169491305186526
2024-04-27,22.31645156775981
2024-05-04,23.97195621789061
2024-05-11,26.638670366355367
2024-05-18,26.50990806826885
2024-05-25,26.13917579517464
2024-06-01,23.23805792599427
2024-06-08,24.38158964069439
2024-06-15,23.176991287632156
2024-06-22,25.671695087688562
2024-06-29,22.69694103097326
2024-07-06,26.557239664559518
2024-07-13,24.635443422093605
2024-07-20,21.35334189268434
2024-07-27,19.136318363003646
2024-08-03,19.39536615670803
2024-08-10,19.715513716677968
2024-08-17,27.10797855353224
2024-08-24,27.89334552749927
2024-08-31,25.08165557399378
2024-09-07,21.333298279975544
2024-09-14,26.41833040659933
2024-09-21,32.00163255470512
2024-09-28,33.817706958587436
2024-10-05,33.481950196559126
2024-10-12,34.3651958702031
2024-10-19,38.836353380156005
