date,spx_yoy
2025-04-12,4.683398356044899
2025-04-19,6.351028965523753
2025-04-26,8.338300756420614
2025-05-03,10.899039909104369
2025-05-10,8.371754841437241
2025-05-17,12.35294188054854
2025-05-24,9.389743270176808
2025-05-31,12.016655656650332
2025-06-07,12.219390727625324
2025-06-14,10.040689803780456
2025-06-21,9.20868634545624
2025-06-28,13.049948837809456
2025-07-05,12.792093744696476
2025-07-12,11.475685240225907
2025-07-19,14.383106976612181
2025-07-26,17.027349241344346
2025-08-02,16.673331960395466
2025-08-09,19.55948191111063
2025-08-16,16.12368555047936
2025-08-23,14.771214212940542
2025-08-30,14.373271675477085
2025-09-06,19.840916452969925
2025-09-13,17.032822780660695
2025-09-20,16.866315797946065
2025-09-27,15.780820118021355
2025-10-04,16.77462184133369
2025-10-11,12.682307876586973
2025-10-18,13.629749915992573
2025-10-25,16.934391926712244
2025-11-01,19.40023091251355
2025-11-08,12.230087045497529
2025-11-15,14.708663290368573
2025-11-22,10.615083195312502
2025-11-29,13.538768724835704
2025-12-06,12.809446548521741
2025-12-13,12.829429615920173
2025-12-20,15.236431328804855
2025-12-27,16.063068559110526
2026-01-03,15.414465144678635
2026-01-10,19.55091673399656
2026-01-17,15.73125014249468
2026-01-24,13.347607988258027
2026-01-31,14.874523128880801
2026-02-07,15.040010605103472
2026-02-14,11.800224263624903
2026-02-21,14.907043424667222
2026-02-28,15.524055467503572
2026-03-07,16.807386076597417
2026-03-14,17.61412624217986
2026-03-21,14.80213554337093
2026-03-28,14.117875564370742
2026-04-04,29.731692051630354
2026-04-11,27.101114049584663
2026-04-18,34.89427366930493
2026-04-25,29.67977920805116
2026-05-02,27.14154710079597
2026-05-09,30.725223042823814
2026-05-16,24.33749015181972
2026-05-23,28.79031990020342
2026-05-30,28.221542972036097
2026-06-06,23.0549567461652
2026-06-13,24.334900356062317
2026-06-20,25.683333911519224
2026-06-27,19.130679369270844
2026-07-04,19.17220919356126
2026-07-11,21.017454957765878
2026-07-18,18.43637623522525
2026-07-25,16.018116873860965
2026-08-01,20.06586229018734
2026-08-08,21.413265611022325
2026-08-15,19.820776292868825
